date;cmpgn;kw;kw status;impressions;clicks;cost;conversions;all_conversions;search_impression_share;search_rank_lost_impression_share;top_impression_percentage;absolute_top_impression_percentage;total_conversion_value;all_conversion_value
2021-01-23;Non Branded Funnel;internet marketing jobs;enabled;11;0;0;0;0;0,1;0,9;0,36;0;0;0
2021-01-23;Non Branded Funnel;outbound marketing;enabled;12;0;0;0;0;0,1;0,9;0,27;0;0;0
2021-01-23;Non Branded HubSpot;mass marketing definition;enabled;1;0;0;0;0;0,1;0,9;0;0;0;0
2021-01-23;Non Branded Funnel;content marketing agency;enabled;14;0;0;0;0;0,1;0,9;0;0;0;0
2021-01-23;Non Branded Funnel;top marketing firms;enabled;1;0;0;0;0;0;0;0;0;0;0
2021-01-23;Non Branded Funnel;marketing consultant;enabled;5;0;0;0;0;0,1;0,9;0;0;0;0
2021-01-23;Non Branded Funnel;website marketing;enabled;3;0;0;0;0;0,5;0,5;0;0;0;0
2021-01-23;Non Branded Funnel;website marketing;enabled;1;0;0;0;0;0,14;0,86;0;0;0;0
2021-01-23;Non Branded Funnel;marketing associate;enabled;1;0;0;0;0;0,33;0,67;0;0;0;0
2021-01-23;Non Branded Funnel;marketing budget;enabled;2;0;0;0;0;0;0;0;0;0;0
2021-01-24;Branded;integrated marketing communications;paused;37;2;1,08;0;0;0,1;0,9;0,87;0,3;0;0
2021-01-25;Branded;integrated marketing communications;enabled;23;2;0,37;0;0;0,4;0,05;0,96;0,96;0;0
2021-01-25;Branded;integrated marketing communications;paused;85;4;5,19;0;0;0,1;0,42;0,96;0,33;0;0
2021-01-25;Non Branded HubSpot;direct marketing;removed;7;0;0;0;0;0,2;0,8;0,43;0;0;0
2021-01-25;Non Branded HubSpot;account based marketing;removed;1;0;0;0;0;0,14;0,86;0;0;0;0
2021-01-25;Non Branded HubSpot;business to business marketing;removed;1;0;0;0;0;0,17;0,83;0;0;0;0
2021-01-25;Non Branded HubSpot;direct marketing association;removed;5;0;0;0;0;0,2;0,8;0;0;0;0
2021-01-26;Branded;integrated marketing communications;paused;61;0;0;0;0;0,1;0,9;0,81;0,32;0;0
2021-01-26;Non Branded HubSpot;business to business marketing;removed;7;0;0;0;0;0,5;0,5;0,43;0;0;0
2021-01-26;Non Branded HubSpot;digital marketing;removed;18;0;0;0;0;0,23;0,77;0,44;0,11;0;0
2021-01-26;Non Branded HubSpot;direct marketing;removed;14;2;29;1;1;0,44;0,56;0,79;0,14;0;0
2021-01-27;Non Branded HubSpot;vector marketing;removed;37;1;5,13;0;0;0,62;0,38;0,81;0,32;0;0
2021-01-27;Branded;integrated marketing communications;paused;151;5;8,45;0;0;0,1;0,9;0,87;0,26;0;0
2021-01-27;Non Branded HubSpot;inbound marketing;removed;56;0;0;0;0;0,39;0,61;0,52;0,05;0;0
2021-01-27;Non Branded HubSpot;digital marketing;removed;23;1;21,68;0;0;0,26;0,74;0,39;0,04;0;0
2021-01-27;Non Branded HubSpot;niche marketing;removed;11;0;0;0;0;0,85;0,15;0,45;0,09;0;0
2021-01-27;Non Branded HubSpot;direct marketing;removed;23;0;0;0;0;0,82;0,18;0,91;0,3;0;0
2021-01-27;Non Branded HubSpot;marketing and sales;removed;6;0;0;0;0;0,25;0,75;0,17;0;0;0
2021-01-27;Non Branded HubSpot;assist marketing;removed;13;0;0;0;0;0,43;0,57;0,23;0;0;0
2021-01-27;Non Branded HubSpot;marketing communications;removed;1;0;0;0;0;1;0;0;0;0;0
2021-01-27;Non Branded HubSpot;promotion marketing;removed;1;0;0;0;0;0,14;0,86;0;0;0;0
2021-01-27;Non Branded HubSpot;marketing executive;removed;4;0;0;0;0;0,4;0,6;0;0;0;0
2021-01-28;Non Branded HubSpot;vector marketing;removed;11;1;2,44;0;0;0,26;0,28;0,64;0,27;0;0
2021-01-28;Branded;integrated marketing communications;enabled;28;5;1,31;0;0;0,85;0,15;0,96;0,96;0;0
2021-01-28;Non Branded HubSpot;inbound marketing;removed;58;1;6,15;0;0;0,25;0,34;0,47;0,1;0;0
2021-01-28;Non Branded HubSpot;direct marketing association;removed;20;1;14,27;0;0;0,49;0,07;0,95;0,25;0;0
2021-01-28;Non Branded HubSpot;fashion marketing;removed;10;1;9,2;0;0;0,22;0,35;0,9;0,4;0;0
2021-01-28;Non Branded HubSpot;digital marketing;removed;16;0;0;0;0;0,16;0,42;0,44;0,13;0;0
2021-01-28;Non Branded HubSpot;direct marketing;removed;14;0;0;0;0;0,48;0,1;0,93;0,43;0;0
2021-01-28;Non Branded HubSpot;assist marketing;removed;15;0;0;0;0;0,38;0,21;0,53;0,27;0;0
2021-01-28;Non Branded HubSpot;business to business marketing;removed;2;0;0;0;0;0,4;0,2;0;0;0;0
2021-01-28;Non Branded HubSpot;marketing executive;removed;2;0;0;0;0;0,1;0,54;0;0;0;0
2021-01-29;Non Branded HubSpot;vector marketing;removed;9;2;23,4;0;0;0,26;0,18;0,78;0,67;0;0
2021-01-29;Branded;integrated marketing communications;paused;58;4;5,98;0;0;0,1;0,66;0,84;0,33;0;0
2021-01-29;Non Branded HubSpot;inbound marketing;removed;26;0;0;0;0;0,14;0,23;0,65;0,04;0;0
2021-01-29;Non Branded HubSpot;digital marketing;removed;16;0;0;0;0;0,15;0,24;0,31;0,06;0;0
2021-01-29;Non Branded HubSpot;marketing executive;removed;1;0;0;0;0;0,1;0,32;0;0;0;0
2021-01-30;Non Branded HubSpot;vector marketing;removed;27;2;14,96;0;0;0,53;0,35;0,81;0,63;0;0
2021-01-30;Non Branded HubSpot;inbound marketing;removed;50;0;0;0;0;0,21;0,56;0,48;0,08;0;0
2021-01-30;Non Branded HubSpot;direct marketing association;removed;14;0;0;0;0;0,7;0,25;0,79;0,21;0;0
2021-01-30;Non Branded HubSpot;digital marketing;removed;36;0;0;0;0;0,26;0,5;0,28;0;0;0
2021-01-30;Non Branded HubSpot;best network marketing companies;removed;8;0;0;0;0;0,35;0,57;0,63;0,13;0;0
2021-01-30;Non Branded HubSpot;niche marketing;removed;8;0;0;0;0;0,5;0,44;0,63;0,25;0;0
2021-01-30;Non Branded HubSpot;assist marketing;removed;8;0;0;0;0;0,24;0,56;0,63;0,13;0;0
2021-01-31;Non Branded HubSpot;marketing communications;removed;10;0;0;0;0;0,63;0,38;0,9;0,4;0;0
2021-01-31;Non Branded HubSpot;inbound marketing;removed;53;0;0;0;0;0,23;0,76;0,43;0,02;0;0
2021-01-31;Non Branded HubSpot;direct marketing association;removed;20;0;0;0;0;0,57;0,43;0,7;0,1;0;0
2021-01-31;Non Branded HubSpot;digital marketing;removed;28;0;0;0;0;0,22;0,77;0,36;0;0;0
2021-01-31;Non Branded HubSpot;direct marketing;removed;20;2;28,96;0;0;0,65;0,35;0,7;0;0;0
2021-02-01;Non Branded HubSpot;vector marketing;removed;9;1;3,79;0;0;0,3;0,33;0,89;0,33;0;0
2021-02-01;Branded;integrated marketing communications;paused;43;3;4,81;0;0;0,1;0,17;0,95;0,29;0;0
2021-02-01;Non Branded HubSpot;inbound marketing;removed;7;0;0;0;0;0,1;0,58;0,29;0;0;0
2021-02-01;Non Branded HubSpot;marketing communications;removed;1;0;0;0;0;0,2;0,4;0;0;0;0
2021-02-02;Non Branded HubSpot;digital marketing;removed;10;0;0;0;0;0,16;0,07;0,7;0;0;0
2021-02-02;Non Branded HubSpot;direct marketing;removed;13;0;0;0;0;0,46;0;0,69;0,15;0;0
2021-02-02;Non Branded HubSpot;what is a marketing plan;removed;1;0;0;0;0;0,5;0;0;0;0;0
2021-02-02;Non Branded HubSpot;marketing cover letter;removed;1;0;0;0;0;0,5;0;0;0;0;0
2021-02-03;Branded;integrated marketing communications;paused;59;3;4,76;0;0;0,1;0,9;0,82;0,22;0;0
2021-02-03;Non Branded HubSpot;marketing communications;removed;1;0;0;0;0;0,25;0,75;0;0;0;0
2021-02-03;Non Branded HubSpot;business to business marketing;removed;1;0;0;0;0;0,5;0,5;0;0;0;0
2021-02-03;Non Branded HubSpot;marketing products;removed;1;0;0;0;0;0,5;0,5;0;0;0;0
2021-02-04;Branded;integrated marketing communications;paused;89;5;5,68;0;0;0,1;0,9;0,89;0,36;0;0
2021-02-04;Non Branded HubSpot;inbound marketing;removed;27;0;0;0;0;0,12;0,88;0,41;0,04;0;0
2021-02-04;Non Branded HubSpot;direct marketing association;removed;9;0;0;0;0;0,43;0,57;0,78;0;0;0
2021-02-04;Non Branded HubSpot;fashion marketing;removed;9;0;0;0;0;0,16;0,84;0,89;0,11;0;0
2021-02-04;Non Branded HubSpot;digital marketing;removed;18;0;0;0;0;0,15;0,85;0,56;0,06;0;0
2021-02-04;Non Branded HubSpot;direct marketing;removed;15;0;0;0;0;0,44;0,56;0,93;0,13;0;0
2021-02-04;Non Branded HubSpot;marketing automation;removed;1;0;0;0;0;1;0;0;0;0;0
2021-02-04;Non Branded HubSpot;business to business marketing;removed;1;0;0;0;0;0,14;0,86;0;0;0;0
2021-02-05;Non Branded HubSpot;vector marketing;removed;21;1;3,23;0;0;0,46;0,54;0,9;0,24;0;0
2021-02-05;Non Branded HubSpot;inbound marketing;removed;37;1;9,03;0;0;0,17;0,83;0,65;0,08;0;0
2021-02-05;Non Branded HubSpot;direct marketing association;removed;20;1;5,71;0;0;0,47;0,53;0,85;0,05;0;0
2021-02-05;Non Branded HubSpot;digital marketing;removed;25;0;0;0;0;0,17;0,83;0,48;0,08;0;0
2021-02-05;Non Branded HubSpot;niche marketing;removed;9;0;0;0;0;0,69;0,31;0,78;0,56;0;0
2021-02-05;Non Branded HubSpot;direct marketing;removed;25;2;19,57;0;0;0,61;0,39;0,76;0,12;0;0
2021-02-05;Non Branded HubSpot;promotion marketing;removed;1;0;0;0;0;1;0;0;0;0;0
2021-02-06;Non Branded HubSpot;vector marketing;removed;20;0;0;0;0;0,4;0;0,95;0,6;0;0
2021-02-06;Branded;integrated marketing communications;paused;39;7;7,88;0;0;0,1;0,7;0,72;0,34;0;0
2021-02-06;Non Branded HubSpot;inbound marketing;removed;34;0;0;0;0;0,17;0,06;0,41;0,03;0;0
2021-02-06;Non Branded HubSpot;direct marketing association;removed;10;0;0;0;0;0,45;0;0,7;0,4;0;0
2021-02-06;Non Branded HubSpot;digital marketing;removed;26;0;0;0;0;0,2;0,06;0,65;0,23;0;0
2021-02-06;Non Branded HubSpot;direct marketing;removed;15;0;0;0;0;0,35;0,05;0,93;0,4;0;0
2021-02-06;Non Branded HubSpot;promotion marketing;removed;1;0;0;0;0;0,25;0;0;0;0;0
2021-02-06;Non Branded HubSpot;marketing executive;removed;1;0;0;0;0;0,1;0,16;0;0;0;0
2021-02-07;Branded;integrated marketing communications;paused;38;3;3,27;0;0;0,1;0,9;0,81;0,38;0;0
2021-02-07;Non Branded HubSpot;digital marketing;removed;7;0;0;0;0;0,11;0,38;0,29;0,14;0;0
2021-02-07;Non Branded HubSpot;marketing executive;removed;2;0;0;0;0;0,11;0,39;0;0;0;0
2021-02-08;Branded;integrated marketing communications;paused;25;3;3,2;0;0;0,1;0,45;0,72;0,17;0;0
2021-02-08;Non Branded HubSpot;inbound marketing;removed;19;1;14,61;0;0;0,12;0,49;0,42;0,05;0;0
2021-02-08;Non Branded HubSpot;digital marketing;removed;14;0;0;0;0;0,14;0,45;0,29;0,14;0;0
2021-02-08;Non Branded HubSpot;direct marketing;removed;12;0;0;0;0;0,55;0,05;0,92;0,25;0;0
2021-02-08;Non Branded HubSpot;business to business marketing;removed;1;0;0;0;0;0,1;0,5;0;0;0;0
2021-02-08;Non Branded HubSpot;how to become a marketing manager;removed;1;0;0;0;0;0,5;0;0;0;0;0
2021-02-09;Non Branded HubSpot;vector marketing;removed;20;0;0;0;0;0,83;0,17;0,95;0,35;0;0
2021-02-09;Non Branded HubSpot;inbound marketing;removed;26;0;0;0;0;0,2;0,8;0,35;0,04;0;0
2021-02-09;Non Branded HubSpot;direct marketing association;removed;21;0;0;0;0;0,72;0,28;0,76;0,1;0;0
2021-02-09;Non Branded HubSpot;fashion marketing;removed;14;0;0;0;0;0,4;0,6;0,64;0;0;0
2021-02-09;Non Branded HubSpot;digital marketing;removed;23;0;0;0;0;0,22;0,78;0,65;0,13;0;0
2021-02-09;Non Branded HubSpot;direct marketing;removed;19;0;0;0;0;0,76;0,24;0,74;0,16;0;0
2021-02-10;Non Branded HubSpot;vector marketing;removed;11;0;0;0;0;0,34;0,31;0,82;0,45;0;0
2021-02-10;Branded;integrated marketing communications;paused;105;4;6,07;0;0;0,1;0,9;0,91;0,33;0;0
2021-02-10;Non Branded HubSpot;inbound marketing;removed;15;0;0;0;0;0,14;0,49;0,47;0;0;0
2021-02-10;Non Branded HubSpot;direct marketing association;removed;14;0;0;0;0;0,64;0,14;0,79;0,36;0;0
2021-02-10;Non Branded HubSpot;direct marketing;removed;10;1;3,25;0;0;0,43;0,26;0,9;0;0;0
2021-02-10;Non Branded HubSpot;marketing executive;removed;1;0;0;0;0;0,1;0,5;0;0;0;0
2021-02-11;Non Branded HubSpot;vector marketing;removed;23;0;0;0;0;0,56;0,44;0,96;0,26;0;0
2021-02-11;Branded;integrated marketing communications;paused;48;3;4,23;0;0;0,1;0,54;0,98;0,24;0;0
2021-02-11;Non Branded HubSpot;inbound marketing;removed;34;0;0;0;0;0,16;0,84;0,65;0;0;0
2021-02-11;Non Branded HubSpot;digital marketing;removed;16;0;0;0;0;0,1;0,9;0,56;0,13;0;0
2021-02-11;Non Branded HubSpot;direct marketing;removed;17;0;0;0;0;0,47;0,53;0,94;0,12;0;0
2021-02-12;Non Branded HubSpot;fashion marketing;removed;1;0;0;0;0;0,1;0,27;0;0;0;0
2021-02-13;Non Branded HubSpot;vector marketing;removed;21;2;6,74;0;0;0,38;0,58;0,81;0,29;0;0
2021-02-13;Branded;integrated marketing communications;enabled;25;4;2,23;0;0;0,83;0,17;0,96;0,96;0;0
2021-02-13;Branded;integrated marketing communications;paused;36;2;1,85;0;0;0,1;0,9;0,81;0,43;0;0
2021-02-13;Non Branded HubSpot;inbound marketing;removed;19;0;0;0;0;0,1;0,74;0,84;0,16;0;0
2021-02-13;Non Branded HubSpot;direct marketing association;removed;15;1;3,78;0;0;0,38;0,55;0,73;0,2;0;0
2021-02-13;Non Branded HubSpot;social marketing;removed;8;0;0;0;0;0,13;0,75;0,63;0;0;0
2021-02-13;Non Branded HubSpot;business to business marketing;removed;1;0;0;0;0;0,11;0,89;0;0;0;0
2021-02-14;Non Branded HubSpot;vector marketing;removed;16;2;5,81;0;0;0,31;0,25;0,94;0,25;0;0
2021-02-14;Branded;integrated marketing communications;paused;51;3;3,24;0;0;0,1;0,89;0,94;0,38;0;0
2021-02-14;Non Branded HubSpot;niche marketing;removed;9;1;9,93;0;0;0,33;0,26;0,89;0,22;0;0
2021-02-14;Non Branded HubSpot;social marketing;removed;2;0;0;0;0;0,1;0,48;0;0;0;0
2021-02-15;Non Branded HubSpot;vector marketing;removed;9;0;0;0;0;0,23;0,78;0,44;0,11;0;0
2021-02-15;Non Branded HubSpot;inbound marketing;removed;17;1;3,49;0;0;0,12;0,88;0,59;0,06;0;0
2021-02-15;Non Branded HubSpot;direct marketing association;removed;14;1;4,01;0;0;0,41;0,59;0,64;0,21;0;0
2021-02-15;Non Branded HubSpot;niche marketing;removed;9;0;0;0;0;0,32;0,68;0,89;0,22;0;0
2021-02-15;Non Branded HubSpot;direct marketing;removed;16;1;5,75;0;0;0,48;0,52;0,69;0;0;0
2021-02-15;Non Branded HubSpot;what is a marketing plan;removed;1;0;0;0;0;1;0;0;0;0;0
2021-02-16;Non Branded HubSpot;inbound marketing;removed;23;0;0;0;0;0,22;0,78;0,52;0,09;0;0
2021-02-16;Non Branded HubSpot;account based marketing;removed;2;0;0;0;0;0,25;0,75;0;0;0;0
2021-02-16;Non Branded HubSpot;business to business marketing;removed;1;0;0;0;0;0,2;0,8;0;0;0;0
2021-02-17;Non Branded HubSpot;vector marketing;removed;20;1;7,19;0;0;0,59;0,24;0,7;0,2;0;0
2021-02-17;Branded;integrated marketing communications;paused;110;4;7,69;0;0;0,1;0,25;0,92;0,32;0;0
2021-02-17;Non Branded HubSpot;inbound marketing;removed;35;1;14,15;0;0;0,33;0,43;0,69;0,26;0;0
2021-02-17;Non Branded HubSpot;fashion marketing;removed;12;0;0;0;0;0,48;0,36;0,92;0,08;0;0
2021-02-17;Non Branded HubSpot;social marketing;removed;12;0;0;0;0;0,22;0,54;0,58;0,25;0;0
2021-02-17;Non Branded HubSpot;digital marketing;removed;11;0;0;0;0;0,23;0,55;0,64;0;0;0
2021-02-17;Non Branded HubSpot;direct marketing;removed;22;0;0;0;0;0,85;0,04;0,68;0,18;0;0
2021-02-17;Non Branded HubSpot;marketing executive;removed;9;0;0;0;0;0,29;0,48;0;0;0;0
2021-02-18;Non Branded HubSpot;vector marketing;removed;13;0;0;0;0;0,3;0,32;0,85;0,31;0;0
2021-02-18;Non Branded HubSpot;direct marketing association;removed;10;2;7,28;0;0;0,59;0,18;0,7;0,2;0;0
2021-02-18;Non Branded HubSpot;business to business marketing;removed;2;0;0;0;0;0,2;0,4;0;0;0;0
2021-02-19;Branded;integrated marketing communications;enabled;19;3;0,45;0;0;0,86;0,14;0,95;0,95;0;0
2021-02-19;Branded;integrated marketing communications;paused;79;7;8,2;0;0;0,1;0,9;0,89;0,36;0;0
2021-02-19;Non Branded HubSpot;inbound marketing;removed;26;0;0;0;0;0,11;0,67;0,58;0,12;0;0
2021-02-19;Non Branded HubSpot;direct marketing association;removed;16;0;0;0;0;0,36;0,47;0,69;0,13;0;0
2021-02-19;Non Branded HubSpot;digital marketing;removed;11;0;0;0;0;0,14;0,64;0,27;0;0;0
2021-02-19;Non Branded HubSpot;account based marketing;removed;1;0;0;0;0;0,1;0,73;0;0;0;0
2021-02-20;Non Branded HubSpot;vector marketing;removed;29;0;0;0;0;0,64;0,36;0,79;0,28;0;0
2021-02-20;Branded;integrated marketing communications;paused;74;5;4,18;0;0;0,1;0,9;0,72;0,32;0;0
2021-02-20;Non Branded HubSpot;account based marketing;removed;10;0;0;0;0;0,43;0,57;0,2;0,1;0;0
2021-02-20;Non Branded HubSpot;direct marketing association;removed;13;0;0;0;0;0,59;0,41;0,46;0,08;0;0
2021-02-20;Non Branded HubSpot;niche marketing;removed;9;0;0;0;0;0,39;0,61;0,78;0,22;0;0
2021-02-20;Non Branded HubSpot;direct marketing;removed;15;0;0;0;0;0,58;0,42;0,93;0,2;0;0
2021-02-21;Non Branded HubSpot;vector marketing;removed;17;1;5,1;0;0;0,28;0,34;0,82;0,12;0;0
2021-02-21;Branded;integrated marketing communications;paused;79;2;2,55;0;0;0,1;0,9;0,76;0,27;0;0
2021-02-21;Non Branded HubSpot;account based marketing;removed;7;0;0;0;0;0,28;0,36;0,14;0,14;0;0
2021-02-21;Non Branded HubSpot;inbound marketing;removed;20;0;0;0;0;0,1;0,49;0,65;0,25;0;0
2021-02-22;Branded;integrated marketing communications;paused;71;4;4,86;0;0;0,1;0,75;0,93;0,36;0;0
2021-02-22;Non Branded HubSpot;inbound marketing;removed;26;0;0;0;0;0,15;0,85;0,54;0,04;0;0
2021-02-22;Non Branded HubSpot;direct marketing association;removed;18;0;0;0;0;0,58;0,42;0,72;0,06;0;0
2021-02-22;Non Branded HubSpot;social marketing;removed;7;0;0;0;0;0,13;0,87;0,29;0;0;0
2021-02-22;Non Branded HubSpot;digital marketing;removed;8;0;0;0;0;0,13;0,87;0,38;0,13;0;0
2021-02-22;Non Branded HubSpot;marketing and advertising;removed;1;0;0;0;0;0,5;0,5;0;0;0;0
2021-02-23;Non Branded HubSpot;inbound marketing;removed;19;0;0;0;0;0,16;0,72;0,63;0,05;0;0
2021-02-23;Non Branded HubSpot;direct marketing association;removed;10;0;0;0;0;0,34;0,59;0,7;0;0;0
2021-02-23;Non Branded HubSpot;direct marketing;removed;17;2;12,11;0;0;0,49;0,46;0,82;0,35;0;0
2021-02-23;Non Branded HubSpot;marketing communications;removed;1;0;0;0;0;0,17;0,83;0;0;0;0
2021-02-24;Non Branded HubSpot;vector marketing;removed;32;3;16,49;0;0;0,58;0,42;0,84;0,31;0;0
2021-02-24;Branded;integrated marketing communications;paused;52;4;7,13;0;0;0,1;0,51;0,9;0,44;0;0
2021-02-24;Non Branded HubSpot;inbound marketing;removed;36;0;0;0;0;0,23;0,77;0,58;0,14;0;0
2021-02-24;Non Branded HubSpot;direct marketing association;removed;13;0;0;0;0;0,52;0,48;0,77;0;0;0
2021-02-24;Non Branded HubSpot;marketing communications;removed;1;0;0;0;0;0,25;0,75;0;0;0;0
2021-02-25;Branded;integrated marketing communications;paused;62;3;3,13;1;1;0,1;0,9;0,92;0,27;0;0
2021-02-26;Branded;integrated marketing communications;paused;97;3;3,18;0;0;0,1;0,9;0,9;0,44;0;0
2021-02-27;Non Branded HubSpot;inbound marketing;removed;22;0;0;0;0;0,1;0,43;0,68;0,18;0;0
2021-02-27;Non Branded HubSpot;direct marketing association;removed;11;1;6;0;0;0,3;0,24;0,64;0,27;0;0
2021-02-27;Non Branded HubSpot;digital marketing;removed;6;0;0;0;0;0,1;0,47;0,17;0;0;0
2021-02-27;Non Branded HubSpot;account based marketing;removed;1;0;0;0;0;0,1;0,5;0;0;0;0
2021-02-28;Branded;integrated marketing communications;paused;27;2;0,64;0;0;0,1;0,9;0,68;0,42;0;0
2021-02-28;Non Branded HubSpot;direct marketing association;removed;17;1;7,27;0;0;0,45;0,55;0,82;0,12;0;0
2021-02-28;Non Branded HubSpot;digital marketing;removed;9;0;0;0;0;0,13;0,87;0,44;0,11;0;0
2021-02-28;Non Branded HubSpot;marketing communications;removed;1;0;0;0;0;0,2;0,8;0;0;0;0
2021-02-28;Non Branded HubSpot;what is a marketing plan;removed;1;0;0;0;0;1;0;0;0;0;0
2021-03-01;Non Branded HubSpot;vector marketing;removed;10;0;0;0;0;0,32;0,03;0,7;0,4;0;0
2021-03-01;Branded;integrated marketing communications;paused;48;3;4,61;0;0;0,1;0,26;0,94;0,34;0;0
2021-03-01;Non Branded HubSpot;inbound marketing;removed;30;0;0;0;0;0,13;0,12;0,47;0,13;0;0
2021-03-01;Non Branded HubSpot;direct marketing association;removed;9;0;0;0;0;0,41;0,05;0,78;0;0;0
2021-03-01;Non Branded HubSpot;social marketing;removed;5;1;14,7;0;0;0,13;0,15;0,2;0;0;0
2021-03-01;Non Branded HubSpot;direct marketing;removed;11;0;0;0;0;0,33;0,06;0,82;0;0;0
2021-03-02;Non Branded HubSpot;inbound marketing;removed;11;1;7,69;0;0;0,1;0,9;0,36;0,09;0;0
2021-03-03;Branded;integrated marketing communications;paused;160;4;7,38;0;0;0,1;0,9;0,92;0,38;0;0
2021-03-03;Non Branded HubSpot;business to business marketing;removed;1;0;0;0;0;0,5;0,5;0;0;0;0
2021-03-04;Branded;integrated marketing communications;enabled;15;4;0,56;0;0;0,79;0,16;0,93;0,93;0;0
2021-03-04;Branded;integrated marketing communications;paused;58;5;6,45;0;0;0,1;0,85;0,84;0,2;0;0
2021-03-04;Non Branded HubSpot;marketing communications;removed;12;0;0;0;0;0,39;0,55;0,92;0,5;0;0
2021-03-04;Non Branded HubSpot;inbound marketing;removed;17;1;3,5;1;1;0,1;0,81;0,47;0;0;0
2021-03-04;Non Branded HubSpot;niche marketing;removed;8;0;0;0;0;0,47;0,53;0,38;0,25;0;0
2021-03-04;Non Branded HubSpot;direct marketing;removed;16;1;3,63;0;0;0,42;0,53;0,69;0;0;0
2021-03-04;Non Branded HubSpot;business to business marketing;removed;1;0;0;0;0;0,25;0,75;0;0;0;0
2021-03-05;Branded;integrated marketing communications;paused;68;5;4,99;0;0;0,1;0,9;0,73;0,41;0;0
2021-03-05;Non Branded HubSpot;marketing automation;removed;1;0;0;0;0;0,5;0;0;0;0;0
2021-03-06;Branded;integrated marketing communications;paused;36;5;4,27;0;0;0,1;0,27;0,77;0,32;0;0
2021-03-06;Non Branded HubSpot;direct marketing association;removed;11;0;0;0;0;0,35;0,65;0,73;0;0;0
2021-03-06;Non Branded HubSpot;business to business marketing;removed;1;0;0;0;0;0,25;0,75;0;0;0;0
2021-03-07;Branded;integrated marketing communications;paused;27;1;0,97;0;0;0,1;0,9;0,65;0,35;0;0
2021-03-07;Non Branded HubSpot;marketing management;removed;10;1;7,55;0;0;0,83;0,17;0,9;0,7;0;0
2021-03-07;Non Branded HubSpot;direct marketing association;removed;19;1;4,75;0;0;0,5;0,5;0,84;0,21;0;0
2021-03-07;Non Branded HubSpot;niche marketing;removed;10;0;0;0;0;0,36;0,64;0,7;0;0;0
2021-03-07;Non Branded HubSpot;marketing communications;removed;1;0;0;0;0;0,17;0,83;0;0;0;0
2021-03-08;Branded;integrated marketing communications;paused;88;2;3,38;0;0;0,1;0,9;0,79;0,32;0;0
2021-03-08;Non Branded HubSpot;inbound marketing;removed;8;0;0;0;0;0,1;0,45;0,63;0;0;0
2021-03-08;Non Branded HubSpot;business to business marketing;removed;1;0;0;0;0;0,1;0,42;0;0;0;0
2021-03-09;Branded;integrated marketing communications;paused;228;3;6,43;0;0;0,1;0,85;0,91;0,36;0;0
2021-03-09;Non Branded HubSpot;direct marketing association;removed;9;0;0;0;0;0,33;0,67;0,89;0,22;0;0
2021-03-10;Non Branded HubSpot;vector marketing;removed;18;0;0;0;0;0,34;0,66;0,89;0,28;0;0
2021-03-10;Branded;integrated marketing communications;paused;62;4;6;0;0;0,1;0,71;0,96;0,43;0;0
2021-03-10;Non Branded HubSpot;direct marketing;removed;11;1;3,96;0;0;0,37;0,63;0,73;0,18;0;0
2021-03-10;Non Branded HubSpot;marketing communications;removed;1;0;0;0;0;0,13;0,88;0;0;0;0
2021-03-10;Non Branded HubSpot;account based marketing;removed;2;0;0;0;0;0,33;0,67;0;0;0;0
2021-03-10;Non Branded HubSpot;marketing executive;removed;1;0;0;0;0;0,1;0,9;0;0;0;0
2021-03-11;Non Branded HubSpot;vector marketing;removed;25;1;3,99;0;0;0,48;0,52;0,92;0,32;0;0
2021-03-11;Non Branded HubSpot;direct marketing association;removed;18;1;13,5;0;0;0,53;0,47;0,56;0,22;0;0
2021-03-12;Non Branded HubSpot;vector marketing;removed;23;1;3,08;1;1;0,36;0,63;0,7;0,17;0;0
2021-03-12;Branded;integrated marketing communications;paused;21;0;0;0;0;0,1;0,9;0,72;0,39;0;0
2021-03-12;Non Branded HubSpot;marketing management;removed;13;0;0;0;0;1;0;0,92;0,85;0;0
2021-03-12;Non Branded HubSpot;inbound marketing;removed;20;1;3,7;0;0;0,1;0,85;0,55;0;0;0
2021-03-12;Non Branded HubSpot;direct marketing association;removed;15;0;0;0;0;0,48;0,53;0,87;0,13;0;0
2021-03-12;Non Branded HubSpot;direct marketing;removed;19;0;0;0;0;0,5;0,45;0,89;0,16;0;0
2021-03-13;Branded;integrated marketing communications;paused;121;1;1,96;0;0;0,1;0,9;0,93;0,36;0;0
2021-03-13;Non Branded HubSpot;marketing management;removed;13;2;8,37;0;0;0,93;0,07;0,92;0,92;0;0
2021-03-13;Non Branded HubSpot;inbound marketing;removed;21;0;0;0;0;0,1;0,9;0,62;0,05;0;0
2021-03-13;Non Branded HubSpot;direct marketing;removed;10;0;0;0;0;0,5;0,5;0,7;0,1;0;0
2021-03-13;Non Branded HubSpot;marketing communications;removed;1;0;0;0;0;0,11;0,89;0;0;0;0
2021-03-14;Non Branded HubSpot;vector marketing;removed;28;0;0;0;0;0,36;0,56;0,68;0,21;0;0
2021-03-14;Branded;integrated marketing communications;paused;65;3;6,18;0;0;0,1;0,37;0,89;0,39;0;0
2021-03-14;Non Branded HubSpot;marketing management;removed;15;2;9,42;0;0;0,83;0,11;0,93;0,73;0;0
2021-03-14;Non Branded HubSpot;inbound marketing;removed;21;1;3,87;0;0;0,1;0,77;0,38;0,05;0;0
